domain;dois_number;mean_visibility_index;visibility_index;h_index
https://cyberleninka.ru/;3;0.00198;0.00198;0.0
https://iifiir.org/;2;0.0014866666666666667;0.0014866666666666667;0.0
https://data.mendeley.com/;23;0.0014333333333333333;0.0014333333333333331;1.0
https://ore.exeter.ac.uk/;4;0.0014133333333333333;0.0014133333333333333;0.0
https://collections.dartmouth.edu/;23;0.0013933333333333334;0.0013933333333333334;0.0
https://research-repository.griffith.edu.au/;8;0.0013599999999999999;0.0013599999999999999;0.0
https://wellcomeopenresearch.org/;1;0.0013566666666666666;0.0013566666666666666;0.0
https://doi.pangaea.de/;427;0.0013366666666666668;0.0013366666666666668;3.0
https://www.openicpsr.org/;1257;0.0011866666666666666;0.0011866666666666666;1.0
https://scholarworks.boisestate.edu/;8;0.00113;0.00113;1.0
https://pure.iiasa.ac.at/;2;0.0010833333333333333;0.0010833333333333333;0.0
https://mountainscholar.org/;5;0.0009933333333333333;0.0009933333333333333;0.0
https://www.socialscienceregistry.org/;6387;0.0009333333333333333;0.0009333333333333333;13.0
https://www.wdc-climate.de/;4;0.0008666666666666666;0.0008666666666666666;1.0
http://irep.ntu.ac.uk/;1;0.0008366666666666667;0.0008366666666666667;0.0
https://www.nordicstatistics.org/;22;0.0006633333333333334;0.0006633333333333334;2.0
https://gdr.openei.org/;11;0.00064;0.00064;0.0
https://rune.une.edu.au/;9;0.00063;0.00063;0.0
https://edx.netl.doe.gov/;11;0.0005566666666666667;0.0005566666666666667;1.0
https://dataverse.nl/;78;0.00048666666666666666;0.00048666666666666666;0.0
https://data.aussda.at/;30;0.00042666666666666667;0.00042666666666666667;3.0
https://reshare.ukdataservice.ac.uk/;2;0.0004;0.0004;1.0
https://portal.edirepository.org/;10;0.0003866666666666666;0.0003866666666666666;0.0
https://primarysources.brillonline.com/;9433;0.00038333333333333334;0.00038333333333333334;15.0
http://ijomeh.eu/;1;0.00034333333333333335;0.00034333333333333335;0.0
https://aperta.ulakbim.gov.tr/;1;0.00031666666666666665;0.00031666666666666665;0.0
https://datacite.org/;7;0.00028333333333333335;0.00028333333333333335;0.0
https://access.portico.org/;3;0.0002466666666666666;0.0002466666666666666;0.0
https://cortex.acr.org/;2;0.00024;0.00024;0.0
https://darchive.mblwhoilibrary.org/;19;0.00021333333333333328;0.0002133333333333333;1.0
https://pancreapedia.org/;1;0.00020666666666666666;0.00020666666666666666;1.0
https://mnspruce.ornl.gov/;2;0.0002;0.0002;1.0
https://datarepository.wolframcloud.com/;13;0.00018;0.00018;2.0
https://dataservices.gfz-potsdam.de/;2;0.00016999999999999999;0.00016999999999999999;1.0
https://dataverse.no/;20;0.00015666666666666666;0.00015666666666666666;1.0
https://edatos.consorciomadrono.es/;9;0.00014666666666666666;0.00014666666666666666;1.0
https://data.4tu.nl/;1;0.00014666666666666664;0.00014666666666666664;1.0
https://gatesopenresearch.org/;2;0.00014333333333333334;0.00014333333333333334;0.0
https://bdc.c3sl.ufpr.br/;2;0.00014;0.00014;1.0
https://drum.lib.umd.edu/;3;0.00013666666666666664;0.00013666666666666664;0.0
https://repository.tcu.edu/;3;0.00011;0.00011;0.0
https://www.hepdata.net/;123;9.666666666666665e-05;9.666666666666665e-05;1.0
https://www.disc.wisc.edu/;27;9e-05;9e-05;0.0
https://cebs.niehs.nih.gov/;18;7.666666666666667e-05;7.666666666666667e-05;0.0
https://metadata.fdz.dzhw.eu/;11;5e-05;5e-05;2.0
https://data.bas.ac.uk/;1;4.3333333333333334e-05;4.3333333333333334e-05;0.0
https://dataverse.ada.edu.au/;14;4.3333333333333334e-05;4.3333333333333334e-05;0.0
https://codeocean.com/;1;4e-05;4e-05;1.0
https://adc.arm.gov/;7;3.6666666666666666e-05;3.6666666666666666e-05;0.0
https://datos.uchile.cl/;1;3.6666666666666666e-05;3.6666666666666666e-05;0.0
https://rs.figshare.com/;2;3e-05;3e-05;0.0
https://www.geodoi.ac.cn/;59;2.3333333333333332e-05;2.3333333333333332e-05;2.0
https://data.nrel.gov/;10;2e-05;2e-05;1.0
https://dataverse.tdl.org/;27;2e-05;2e-05;0.0
https://datacompass.lshtm.ac.uk/;3;1.9999999999999998e-05;1.9999999999999998e-05;0.0
https://doi.nrct.go.th/;9;1.9999999999999998e-05;1.9999999999999998e-05;0.0
https://researchdata.reading.ac.uk/;7;1.6666666666666667e-05;1.6666666666666667e-05;2.0
https://heidata.uni-heidelberg.de/;41;1.6666666666666667e-05;1.6666666666666667e-05;0.0
https://bioenergykdf.net/;1;1e-05;1e-05;0.0
https://data.cifor.org/;49;6.666666666666667e-06;6.666666666666667e-06;1.0
https://data.lib.vt.edu/;1;6.666666666666667e-06;6.666666666666667e-06;0.0
https://springernature.figshare.com/;9;3.3333333333333333e-06;3.3333333333333333e-06;0.0
https://connect.h1.co/;5413;0.0;0.0;3.0
https://data.worldpop.org/;5;0.0;0.0;2.0
http://curation.hsrc.ac.za/;4;0.0;0.0;1.0
https://darus.uni-stuttgart.de/;5;0.0;0.0;1.0
https://data.ess-dive.lbl.gov/;19;0.0;0.0;1.0
https://data.openei.org/;2;0.0;0.0;1.0
https://data.qdr.syr.edu/;23;0.0;0.0;1.0
https://datashare.ed.ac.uk/;42;0.0;0.0;1.0
https://dataspace.hkust.edu.hk/;3;0.0;0.0;1.0
https://dataverse.icrisat.org/;52;0.0;0.0;1.0
https://dataverse.unc.edu/;16;0.0;0.0;1.0
https://entrepot.recherche.data.gouv.fr/;3;0.0;0.0;1.0
https://morphobank.org/;39;0.0;0.0;1.0
https://opendata.pku.edu.cn/;32;0.0;0.0;1.0
https://oxfordbibliographies.com/;69;0.0;0.0;1.0
https://physh.org/;38;0.0;0.0;1.0
https://research.repository.duke.edu/;11;0.0;0.0;1.0
https://researchdata.ntu.edu.sg/;12;0.0;0.0;1.0
https://scholarlyeditions.brill.com/;575;0.0;0.0;1.0
https://srda.sinica.edu.tw/;32;0.0;0.0;1.0
https://www.hydroshare.org/;25;0.0;0.0;1.0
https://www.planthealthexchange.org/;66;0.0;0.0;1.0
http://archive.sciendo.com/;1;0.0;0.0;0.0
http://cssp.chemspider.com/;12;0.0;0.0;0.0
http://cxidb.org/;2;0.0;0.0;0.0
http://data.sciencespo.fr/;3;0.0;0.0;0.0
http://data.utm.csic.es/;1;0.0;0.0;0.0
http://esdcdoi.esac.esa.int/;5;0.0;0.0;0.0
http://open-science.ub.ovgu.de/;1;0.0;0.0;0.0
http://www.scitation.org/;113;0.0;0.0;0.0
https://api.odp.saeon.ac.za/;1;0.0;0.0;0.0
https://archive.data.jhu.edu/;8;0.0;0.0;0.0
https://archive.materialscloud.org/;1;0.0;0.0;0.0
https://borealisdata.ca/;7;0.0;0.0;0.0
https://catalog.paradisec.org.au/;1;0.0;0.0;0.0
https://cheardatacenter.mssm.edu/;1;0.0;0.0;0.0
https://clients.adaptivebiotech.com/;2;0.0;0.0;0.0
https://data.ahri.org/;1;0.0;0.0;0.0
https://data.ngee-arctic.ornl.gov/;3;0.0;0.0;0.0
https://data.pnnl.gov/;3;0.0;0.0;0.0
https://data.sbgrid.org/;2;0.0;0.0;0.0
https://data.worldagroforestry.org/;53;0.0;0.0;0.0
https://dataverse.asu.edu/;4;0.0;0.0;0.0
https://dataverse.cirad.fr/;8;0.0;0.0;0.0
https://dataverse.csuc.cat/;1;0.0;0.0;0.0
https://dataverse.dartmouth.edu/;1;0.0;0.0;0.0
https://dataverse.ird.fr/;7;0.0;0.0;0.0
https://dataverse.lib.umanitoba.ca/;1;0.0;0.0;0.0
https://dataverse.nioz.nl/;1;0.0;0.0;0.0
https://digitallibrary.usc.edu/;37;0.0;0.0;0.0
https://discuss-data.net/;11;0.0;0.0;0.0
https://edata.bham.ac.uk/;9;0.0;0.0;0.0
https://edata.stfc.ac.uk/;1;0.0;0.0;0.0
https://ep.liu.se/;1;0.0;0.0;0.0
https://facultyopinions.com/;144;0.0;0.0;0.0
https://fdz.rwi-essen.de/;1;0.0;0.0;0.0
https://figsh.com/;6;0.0;0.0;0.0
https://hub.worldpop.org/;5;0.0;0.0;0.0
https://iochem-bd.iciq.es/;1;0.0;0.0;0.0
https://ngt-data.lbl.gov/;1;0.0;0.0;0.0
https://open.flinders.edu.au/;1;0.0;0.0;0.0
https://orthomedia.cadmore.media/;48;0.0;0.0;0.0
https://pubs.aip.org/;23;0.0;0.0;0.0
https://researchdata.cab.unipd.it/;1;0.0;0.0;0.0
https://researchdata.nie.edu.sg/;1;0.0;0.0;0.0
https://salve.icmbio.gov.br/;170;0.0;0.0;0.0
https://sciendo.com/;1;0.0;0.0;0.0
https://sciendo.com:443/;1;0.0;0.0;0.0
https://ssh.datastations.nl/;2;0.0;0.0;0.0
https://surveybanken.sikt.no/;1;0.0;0.0;0.0
https://waterdams.nawihub.org/;1;0.0;0.0;0.0
https://www.datalumos.org/;1;0.0;0.0;0.0
https://www.sodha.be/;21;0.0;0.0;0.0
http://envjournal.ru/;2;0.0;;0.0
http://scitation.org/;25;0.0;;0.0
http://www.e-enlightenment.com/;23;3.9999999999999996e-05;;0.0
http://www.scivee.tv/;314;9.999999999999999e-06;;0.0
https://ResearchDiscovery.drexel.edu/;1;0.0;;0.0
https://a2e.energy.gov/;1;0.0;;0.0
https://bbd.labworks.org/;1;0.0;;0.0
https://beta.ukdataservice.ac.uk/;32;0.0002733333333333334;;0.0
https://caps.ou.edu/;1;0.0;;0.0
https://catalogue.ceh.ac.uk/;1;0.00046333333333333334;;0.0
https://daac.ornl.gov/;28;0.0017466666666666668;;0.0
https://data.eol.ucar.edu/;1;9.999999999999999e-06;;0.0
https://data.library.arizona.edu/;1;3.3333333333333333e-06;;0.0
https://data.msdlive.org/;2;0.0;;0.0
https://digibuo.uniovi.es/;1;0.03187333333333333;;0.0
https://diginole.lib.fsu.edu/;6;0.00116;;0.0
https://digitalcommons.lsu.edu/;1;0.002426666666666667;;0.0
https://digitallibrary.usc.edu:443/;1;0.0;;0.0
https://ets-data.sciopen.com/;1;0.0;;0.0
https://f1000.com/;13;0.0022700000000000003;;0.0
https://gdr.openei.org:443/;2;0.00064;;0.0
https://geodoi.ac.cn/;6;0.0;;0.0
https://hdl.handle.net/;1;0.0;;0.0
https://hheardatacenter.mssm.edu/;1;0.0;;0.0
https://hpde.io/;2;0.0;;0.0
https://hsus.cambridge.org/;96;0.0003733333333333333;;0.0
https://idus.us.es/;2;0.15326333333333333;;0.0
https://iop.figshare.com/;1;0.0;;0.0
https://lambda.ios-regensburg.de/;1;0.0;;0.0
https://lapop.app.vanderbilt.edu/;1;0.0;;0.0
https://lbezone.hkust.edu.hk/;5;0.0;;0.0
https://ldbase.org:443/;1;0.0;;0.0
https://livewire.energy.gov/;19;0.0;;0.0
https://mhkdr.openei.org/;1;0.00015666666666666666;;0.0
https://musiklexikon.ac.at:443/;1;0.00521;;0.0
https://pubsonline.informs.org/;3;0.026956666666666667;;0.0
https://pureportal.strath.ac.uk/;1;0.002936666666666667;;0.0
https://rda.ucar.edu/;2;0.00041666666666666664;;0.0
https://repositories.lib.utexas.edu/;1;0.0032633333333333334;;0.0
https://rosap.ntl.bts.gov/;1;0.00391;;0.0
https://scholarworks.sjsu.edu/;1;0.00103;;0.0
https://scholarworks.wm.edu/;1;0.00186;;0.0
https://snd.gu.se/;1;0.10110666666666666;;0.0
https://trace.utk.edu/;1;6.666666666666667e-06;;0.0
https://uclandata.uclan.ac.uk/;1;0.0;;0.0
https://uvadoc.uva.es/;1;0.1819066666666667;;0.0
https://vedas.sac.gov.in/;3;0.00022;;0.0
https://www.childandfamilydataarchive.org/;34;0.0;;0.0
https://www.e-enlightenment.com/;1432;3.9999999999999996e-05;;0.0
https://www.ebi.ac.uk/;2;0.56159;;0.0
https://www.jsad.com/;1;0.0003533333333333333;;0.0
https://www.knowledgette.com/;1;2.3333333333333332e-05;;0.0
https://www.loebclassics.com/;26;0.01885;;0.0
https://www.morphosource.org/;1;3.6666666666666666e-05;;0.0
https://www.namesforlife.com/;71;0.0;;0.0
https://www.scidb.cn/;41;0.0;;0.0
https://www.scienceopen.com/;2;0.018503333333333333;;0.0
https://www.thermopedia.com/;2;0.04097666666666666;;0.0
https://www.wider.unu.edu/;2;0.005066666666666666;;0.0
